Antibody,A_sasa,D_sasa,E_sasa,F_sasa,G_sasa,H_sasa,I_sasa,K_sasa,L_sasa,M_sasa,N_sasa,P_sasa,Q_sasa,R_sasa,S_sasa,T_sasa,V_sasa,W_sasa,Y_sasa
ADI-24305,2.06211297,2.07106025,3.65265627,0.12129451,10.47290497,0,0.13053514,2.65837645,1.93872734,0,2.57158028,4.15590362,3.72129725,3.73111163,12.05351297,3.96900311,2.16938818,0.26504827,1.7686529
ADI-24306,2.10585061,2.21763026,2.77151557,0.55644706,8.78206844,0,0.50900894,4.66933316,1.98075787,0,0.79072304,3.22112724,4.15326355,2.04650687,14.31837141,4.0636495,2.66263283,0,2.12641599
ADI-24307,1.79420973,2.95663579,4.20687918,0.49806441,7.81086264,0.70497687,0.49574207,2.8633881,2.88272753,0,2.04081585,3.68315442,4.75760645,3.42048024,11.28365538,3.09004785,1.42821319,0.58530176,1.72786991
ADI-24308,2.11756869,3.02427067,2.40470923,0.51303999,9.72870243,0,0.51590674,2.80871774,1.83222556,0.20740086,2.55450536,3.03933731,4.38844284,2.18784382,13.24611131,5.35166638,2.13841783,0,3.75489421
ADI-24309,2.72097435,3.0747299,3.24643087,0.83087234,8.51673044,0,1.0120678,2.14663419,1.86107312,0,2.15384734,3.03710513,4.54745586,3.16793059,12.16852831,4.9772815,0.78723369,0.35501621,1.60449419
ADI-24310,2.10134896,2.73195426,2.83591343,0.5324462,7.88524217,0,0.65229508,3.94215998,2.4658622,0,1.42653859,2.9129189,3.39173697,3.65941966,14.31941271,3.95374788,1.409127,0,1.45278997
ADI-24311,1.50588371,1.57089845,3.86037293,0.93458256,8.32515681,0.61342804,1.05615853,3.93599676,2.35309482,0,1.05581238,4.08989076,2.61453268,3.69128593,12.41254791,4.37286595,1.86864452,0,1.38078761
ADI-24312,2.36643908,2.01482655,3.59950356,0.40551245,8.15054671,0.36808411,0,3.41552314,0.79407526,0,2.5549366,3.70568886,4.22839313,3.74334943,11.82977004,4.98644604,1.59328357,0.14822619,1.97971822
ADI-24317,2.74647879,2.49001395,2.71008195,0.37282602,11.348515,0.57725807,0.72840202,2.96498605,1.59779047,0.3157699,2.48866577,2.76521745,4.79906437,2.04238482,12.07191909,4.55754668,1.76377377,0.43259674,1.72757698
ADI-24320,2.92468359,1.33665174,2.67152001,0.567025,9.1696061,0.15551508,0.80851977,3.75827641,0.6534288,0.55495766,2.46484688,3.40711771,5.33908614,3.18538285,11.92414018,6.22737723,2.28887788,0,1.51241582
ADI-24322,2.64559033,1.84206351,2.55605538,0.59442929,6.25202799,0,0.17634081,4.70907677,1.70048214,0,0.37300113,3.25972208,2.27230791,3.80450546,17.40265409,5.24928152,0.93921857,0.37954807,2.7943871
ADI-24324,1.60873464,2.90530097,2.86457891,0,11.10650195,0,0.62408161,4.17646711,1.4571707,0.45014473,1.48180349,3.96406066,4.71020054,1.38656034,11.698028,4.09527996,2.18370188,0.39560326,2.39726889
ADI-24325,3.13694357,1.86179265,4.08893623,0.74332857,7.02191911,0,1.10668676,3.69477519,2.02591015,0,1.68609604,4.34684651,2.87546132,2.66672433,11.02559664,4.49497933,1.32799698,0.60633404,2.62952664
ADI-24326,3.24740836,1.20642946,2.74949881,1.14173435,10.04735872,0.1397044,0.96718824,3.79460856,0.81277875,0,2.1955413,3.81393936,5.37143019,1.19613888,14.18245089,6.40208614,2.43523384,0.10999416,2.85419157
ADI-24327,2.44225903,2.75222761,3.17432948,0.11098711,10.58821222,0,0.40890774,4.43237788,1.92991839,0.52536621,1.51945298,4.05651796,3.92036879,1.46553385,13.41807445,3.72176358,1.79335615,0.43743298,3.59840604
ADI-24329,3.3329112,1.42623463,4.13732448,0.93513679,8.0662198,1.35673838,0.67947585,2.46665166,1.50243567,0.22467451,2.51999545,3.01835335,3.21702689,3.50590389,11.95026679,4.54843345,1.679517,0.1686013,2.16938074
ADI-24332,2.11758569,2.54695951,4.19637636,0.87877956,8.23495224,0,1.12063464,2.06117269,1.86287395,0,1.46654437,3.31441509,4.41134286,4.88432335,12.85562488,3.80369852,1.0756832,0.26031641,1.75621106
ADI-24333,2.79960545,1.80799442,2.6201501,0,7.45427573,0.71957235,1.31657549,3.09215664,2.08732316,0.4370974,1.06666322,5.29594014,3.82207124,3.32663319,12.02805012,4.34132944,3.84805624,0.10109427,2.32379516
ADI-24334,2.97535279,3.25048314,3.26777163,0.17252329,8.73242858,1.57629139,0.68462078,3.42571198,2.10929159,0.10029329,2.83071369,4.1467235,2.90158729,3.49971059,12.84267319,4.47423953,2.09480263,0,5.24019365
ADI-24335,2.67144297,2.79725944,3.37689042,0,9.84068323,0.23278614,0.3137506,4.13519122,0.87889704,0,1.04619476,2.81365281,4.63086293,1.11136565,11.99089406,6.80686517,2.29647726,0,2.65278811
ADI-24336,1.91042253,3.02002752,2.42496334,1.02810085,6.57641868,0,0.48797898,5.4201435,1.83582805,0,1.08748895,4.88025519,2.97258229,2.76154516,14.72960716,4.26535201,1.00166178,0,2.37425522
ADI-24338,1.66134459,3.05864647,3.15636615,0.13249125,10.6154572,0,0.27191561,3.8224687,1.87858786,0.52974918,1.46782849,3.95983468,3.82993717,2.22830221,12.92757062,4.12129851,1.99266073,0,1.5125434
ADI-24339,1.12990261,2.59267326,2.42864182,0.46427439,8.70931614,0,0.98740658,3.64210955,0.92116594,0.2688485,0.69650725,3.9180109,5.14740254,3.58093113,11.7672978,6.89924836,2.20004869,0.90088577,1.84934967
ADI-24342,1.97390204,2.9335162,4.66158845,0.14955712,8.1890922,0.34750153,0.78331753,4.24854773,1.27403534,0,2.11144732,3.65313022,3.23473579,2.61939957,12.62906638,3.33357765,3.16856244,0.39451153,2.34313834
ADI-24344,2.02990926,1.16616325,4.13494401,2.00483465,6.9078756,0.13961764,0.72826639,4.72622307,0.84848816,0,0.42262518,3.74893542,4.92566287,2.95578354,10.90362123,6.27522994,2.56016919,0,2.89408744
ADI-24345,1.62748867,2.04753824,2.4229586,0.49123383,7.224637,0,0.18129923,2.77933411,1.55994638,0,0.68952282,3.95257098,3.82439159,4.19928867,13.95073155,7.09404655,1.6363744,0,2.27492125
ADI-24346,2.1686264,3.34571912,3.60724606,0,9.1013649,0.16784813,0.23173517,2.86974716,2.5069722,0,0.72246126,4.26710859,3.83655731,3.121218,12.14798439,5.95174035,1.58170735,0.26267752,1.51677831
ADI-24348,1.43872607,2.23557578,3.25836618,0.58187728,8.22896579,0,0.70181047,3.1875757,1.44255984,0,2.16444461,4.51187262,4.02902401,3.39345957,12.18120457,4.75633196,1.71243565,0.5521883,0.84945098
ADI-24349,1.84400879,2.99751429,3.4858311,0.43676502,7.89655928,0.43933022,1.29673615,4.32734406,1.66630505,0.41400085,2.42942323,3.32230696,4.77366084,2.96145773,11.57500031,2.82811503,1.59232633,0.36204639,1.26573985
ADI-24352,1.88833042,2.22506371,3.51429588,1.08265091,7.58242912,0.93473598,0.58658504,4.56623134,1.9857161,0,1.64495582,2.79987859,2.71743208,2.28160701,10.57592756,5.90188694,2.27230824,0,2.20476545
ADI-24355,1.84939325,2.93498052,4.1922712,0.75581023,8.67267952,0,0.95995652,3.03436248,1.88342216,0,1.43516076,3.54152327,4.36483801,3.17476507,11.46077553,6.11484489,3.7147322,0,0.42604433
ADI-24356,2.81123093,2.41504997,2.72616769,0,8.28787629,0,0.39654869,3.6045323,1.59238869,0.36943439,0.66512539,4.16388436,5.17635047,0.93358862,14.3072572,7.5912917,0.96400618,0.14708304,2.36661702
ADI-24357,1.69458096,2.63122757,2.11225115,0.30752605,8.08082104,0.34160469,0.80675888,2.93703482,1.83349502,0,3.4170521,4.77319873,6.18718097,3.1010484,10.13702876,5.1714988,1.94872251,0.35221198,2.24710883
ADI-24358,2.17509751,2.17787773,1.91617028,0.58435669,7.75472236,0.24390663,0.78473268,4.4626113,1.51610241,0.18347921,0.8890678,3.50469933,3.76095284,2.56562645,15.61327355,5.90366833,1.02206156,0.14523952,1.14502414
ADI-24360,2.96613354,5.39960133,2.71210712,0,8.84731457,0.63584854,2.51097732,3.28570284,1.45610893,0,0.91134081,2.7679934,4.08466038,2.73954876,13.98641958,4.62277524,1.85135118,0.37330832,2.91446117
ADI-24361,2.44627719,2.97165198,1.72367874,0.94156318,9.29062855,0,0.38897987,3.98085195,1.05760196,0,1.19520418,2.21289825,4.34282427,2.38631509,12.26149382,7.7565115,2.8791716,0,3.16179057
ADI-24363,2.00595605,2.3318713,2.31777941,0.60299053,8.77120878,0.57788174,1.06445919,2.80025999,1.82400326,0.37540489,0.93589932,3.84419536,5.99821714,1.78509514,10.51800105,7.39557088,2.56220328,0,2.99378935
ADI-24364,1.20483606,4.25139685,4.00594829,0.54749113,7.82499122,0,0.95210997,3.00146654,2.93456112,0,2.0213382,2.83145009,5.86567152,2.95544532,11.55376247,5.50035827,2.71731109,0.16087099,0.97976978
ADI-24368,1.22839231,3.2438887,3.74134852,0.36077324,7.25750498,0.61494019,1.00299519,3.53339603,0.44091083,0,2.07682493,3.41044912,4.55732745,4.32855621,11.7366104,5.48504015,1.99299554,0.14656493,1.74960587
ADI-24369,3.18494571,2.08758429,2.88286075,0.3323642,7.61884683,0,0.23478222,3.96027506,1.51779644,0,2.07827146,3.78089157,2.94252201,2.32351941,14.61616122,5.55558449,2.60480844,0,1.3479729
ADI-24371,1.9872319,2.42754962,2.59675899,0.49221608,10.26793972,0.6539045,0.62366409,3.01166535,2.27599294,0.58855927,1.13461805,3.61305394,5.19722229,1.89404428,11.70670312,6.49186492,1.9960071,0,2.65010861
ADI-24372,2.18280316,3.01652902,2.05400058,0.22306957,10.48230371,0,0.54364628,3.93741736,1.87384443,0.53658805,0.67977026,3.52850194,5.79652091,1.96685578,10.53740552,6.17426748,2.23514952,0,3.67222935
ADI-24373,1.95880649,3.14894975,2.62138826,0.18818869,10.47220925,0,0.50807594,3.95913264,1.4841349,0.28117542,1.29203049,3.71545714,4.75317486,1.9546908,10.43843711,6.29968809,2.50042852,0,4.43676603
ADI-24375,2.6236686,2.51552722,4.11392066,0.4200052,9.78514119,0,0.67849374,3.99317195,1.71103258,0,0.86597913,3.55542898,2.73797356,4.01896864,11.27175169,6.30747427,1.55799948,0,1.40049806
ADI-24376,2.98073377,5.35025435,2.93441099,0,8.62408196,0.62517612,2.42404833,3.34154997,1.86298825,0,1.29254378,3.09000527,3.92335343,2.70062541,13.53035348,4.47931477,1.41396655,0.35235975,2.98044292
ADI-37121,1.08540568,3.48029418,3.8445958,0.14908465,7.40321789,0.88813763,0.2891608,3.29189784,2.07556128,0.59340601,2.54069815,3.72697665,3.70011224,3.38149559,11.8280108,5.3777141,1.29937088,0,1.49855517
ADI-37122,1.85906801,4.4996604,2.20934624,0,8.91418947,0.43405045,0.12063736,3.1515879,1.83563503,0.49367386,2.05306015,3.80902053,3.63422677,3.50273569,12.73650767,4.39079906,2.35978026,0.42705202,1.56108609
ADI-37123,1.35571361,2.76816155,1.0852021,0.39732166,7.57930943,0.84637268,0.97334013,4.51304056,0.87738143,0,1.44271182,4.57617979,4.24369077,4.82488423,14.15524436,4.532907,2.34047647,0,0.57007867
ADI-38499,2.52069071,2.44525875,1.55219341,0,8.88998154,0,0.24284283,2.72893184,2.21510473,0,2.04416999,3.60566214,4.6178184,2.55035992,13.25118162,8.01157591,2.17832477,0.34820957,2.13716357
ADI-38501,3.13794103,2.93159045,3.17272093,0.23140438,7.20469684,0.41995239,1.29756508,3.38988927,1.74830421,0,1.57537283,4.42148303,3.03450936,3.05844989,11.38065048,4.82518349,1.20551748,0.57476143,2.95391582
ADI-38502,2.21025245,3.27372536,2.10569616,0.97146342,7.48676556,0,1.2968882,5.29715482,2.21956354,0,1.03676746,3.43650996,2.94918878,2.29409155,13.03078357,3.56728851,1.52295132,0.27740896,2.26129658
ADI-45359,3.49031186,1.93567588,3.44660194,0.50060679,7.57998174,0.36724022,0.65995171,3.57828288,1.01712872,0.32912025,2.03917356,3.01586429,3.52699927,2.60219638,13.40225892,5.0544713,1.82786197,0.39470562,1.58455929
ADI-45360,2.3629136,2.68043766,4.04306522,0.16530241,9.16918376,0.48674328,0.384501,3.96193042,1.67567817,0,2.19769547,4.93489547,3.16286615,2.74501146,12.24920812,3.78740934,2.06775942,0,2.9323988
ADI-45361,2.35042324,3.07569192,2.40709146,0.4397573,8.51930354,0,0,4.71190626,2.04491158,0,2.5053582,3.38379783,4.17597488,2.02443889,11.97182696,4.69341477,2.19670288,0.43810741,2.28478965
ADI-45362,2.32645782,2.46024149,3.13008301,0.24547807,7.27021795,0,0.53912437,3.73961221,0.75637608,0.25937611,2.26783491,2.99726849,4.98451706,3.68668065,12.60857627,4.90316058,2.37364377,0.35939743,3.90768586
ADI-45363,1.38775259,2.43743363,2.12324975,0.81023335,9.05669254,0,0.51706688,4.72623967,1.20267935,0.42045856,1.53717663,3.03607216,4.41217412,2.95747438,12.70172389,4.04984838,2.26059539,0.18386288,2.52905703
ADI-45364,2.15601655,3.88010532,3.28225047,0.45028988,8.64682121,0,0.3673122,3.18117786,1.68034814,0,1.1275951,3.88013681,3.40510648,3.38082417,13.10716386,4.73355015,1.84845919,0.15301238,2.52498401
ADI-45365,3.90378456,2.59375788,5.29405018,0.10246862,8.65413438,0,0.71059219,3.77432372,2.29772229,0,1.56043642,4.09848558,3.92316618,2.75074263,11.20968859,3.9731372,2.38934128,0,2.50586563
ADI-45366,2.45960022,0.8768886,2.97865861,0,8.14729932,0.17755383,0.36547658,4.1381794,1.89349497,0,1.55133158,3.90533995,3.5324686,0.69965894,17.23217493,6.07151551,1.19604758,0,2.600578
ADI-45369,1.89845671,2.38687724,1.93252876,0.44037023,8.48270974,0.75252472,0.38195026,2.69506137,2.44220082,0,2.10802678,4.2181532,4.35092013,1.94768126,14.07724847,5.20704864,1.95650656,0.19373793,1.58980701
ADI-45371,2.80003296,1.63834952,3.00260208,0.33267674,8.53976134,0,0.46928074,3.20847531,1.39865161,0,2.55929601,5.09588618,3.91080304,3.42291756,11.60886459,5.14167003,0.94817427,0.90991993,2.49631184
ADI-45372,1.6496123,1.71426529,2.0511293,0.1322834,8.38625692,0,0.5957972,4.38436411,1.91347614,0,1.11922589,2.9508859,4.40175596,2.58148944,14.90304411,4.37025059,1.86679014,0.18829042,2.79256449
ADI-45373,1.45727693,1.65480221,3.06284058,0.90862186,10.23313239,0,1.43779045,2.51326229,0.32552234,0,2.68827894,3.58052039,5.80588688,4.2743439,10.26791596,4.18921023,2.65479856,0.145481,1.42875809
ADI-45374,1.18053317,4.29700742,2.54476287,0.10069296,7.41925557,0,0.772455,4.61118857,1.84641665,0,2.39839028,3.16223273,2.9610578,2.78263833,12.23957196,5.11366295,2.21626623,0,2.21591447
ADI-45375,2.83461335,4.43352272,2.44971045,0.3187677,8.24235521,0.17439167,0,1.61046861,3.30997285,0,2.60729029,3.861926,3.00251151,4.43134061,12.65792986,5.02645581,1.4502028,0.34240046,1.8610092
ADI-45376,2.5715174,2.04072271,2.90112649,0.23988868,7.96695898,0,1.15828802,5.14850453,1.76446968,0,1.8952509,3.53955438,3.31604376,3.96321933,14.02973799,4.65049021,1.40308471,0,1.57289347
ADI-45377,3.63725072,2.28352649,3.1181212,0.19547358,7.82325351,0,1.28977077,3.08282181,1.41552428,0,1.09504684,2.49031994,4.22980241,3.1322861,12.81428306,6.04260103,1.75439865,0.39628902,2.96953402
ADI-45378,2.75224347,3.81223599,3.65957595,0,6.95182414,0.25046734,0.25701645,4.68392444,2.57183545,0,2.34817031,2.64725781,3.90050859,2.35010942,13.27121822,3.50270213,1.56946569,0.35079082,2.13005877
ADI-45379,2.94221536,3.68511839,4.18754186,0.10725717,6.99240885,0,0.43411186,3.4602339,1.99594828,0,1.36600037,4.1876698,3.53461438,4.51308657,10.53744508,4.05564697,1.48393104,0.2230596,1.98884861
ADI-45381,1.50447838,2.74368236,3.29592496,0.78179749,9.13680804,0.7999525,0.51052147,5.17764877,2.24190695,0,1.42938166,3.51354239,3.04919316,3.13277845,9.72942381,4.84229969,2.15171089,0.61226739,1.62631137
ADI-45383,2.82066719,1.98807984,3.07970322,0.13982882,7.25956555,0.58485443,0.72454998,3.31444789,0.8965123,0,2.75855128,5.26724418,5.73050241,3.69009894,11.03617631,5.10947005,2.06875628,0.86833961,3.11602462
ADI-45384,1.18494262,2.8812023,1.52281777,1.16687515,6.93876606,0,0.11326952,5.24168309,2.44749164,0,2.86317735,4.18568353,4.33917832,1.21801504,12.47817623,8.26499763,2.31479994,0.1861381,1.76660112
ADI-45387,1.8904102,3.52073841,3.72983206,0.10032752,9.18505555,0,0.2742724,4.78520605,2.75397473,0,2.41847275,2.70200489,3.30182752,2.17470187,13.26959336,3.94132638,2.28071902,0.39829147,1.36953245
ADI-45388,3.3842031,2.22391517,3.11506892,0.11811307,9.28467366,0.53733974,0.37006912,3.53112815,2.43758964,0,4.18610058,4.097306,4.07974727,2.50742822,10.0679967,3.8095043,2.21805385,0.70244664,1.11652759
ADI-45389,2.01445845,2.41166287,1.97919685,0.8020582,11.74544873,0,0.8862446,2.91681572,2.55033587,0.16884493,2.5593839,3.27752572,4.22028735,2.964962,11.88919773,5.63011699,0.97506689,0,1.21354729
ADI-45390,3.08503651,1.22493905,3.00617172,0.29945465,9.27413389,0.21452232,0.50432265,3.62319985,2.35006558,0,3.71452116,3.69864592,3.76935426,1.64628526,13.76314778,4.62779993,1.02332229,0,1.94771053
ADI-45391,2.02318917,1.88168978,2.32546333,0.98314696,9.86545932,0,1.25426736,2.63367648,2.57249445,0.16333651,3.22576908,2.96329483,4.16005377,3.31518955,10.94476638,4.90835203,2.21679318,0.14151562,1.93859639
ADI-45392,1.93687539,2.33367061,4.20071626,0.87033937,9.17611539,0,0.53932262,3.50464206,3.50973637,0.18916117,2.06115974,4.55600409,3.39735682,2.73995409,11.19919162,4.06773005,2.02402371,0.79140892,1.81795259
ADI-45395,1.80284808,1.94066306,1.9774041,0.10514981,7.35072644,0.35295567,0.55417435,4.20982333,1.11371822,0,0.27433226,6.01350779,3.59777559,2.88452279,14.91119192,5.54208397,1.67558305,0,3.1633753
ADI-45396,1.49282467,2.36661078,1.66831237,0.80911171,9.30260236,0,0.59043458,5.78541618,1.49827679,0.63017626,0.88328655,4.4480121,5.15246508,1.34230877,13.81012126,4.81402342,1.52987053,1.21157884,1.29996663
ADI-45400,3.2180209,1.71086261,3.05178952,0.12131049,9.88356839,0.26680328,0.19240168,3.18769076,1.06314145,0.36770927,3.12348205,3.02194164,3.93964236,3.10755975,13.98026585,3.93348225,2.75990482,0,2.17719965
ADI-45403,2.98938301,4.77005084,3.61525834,0.11616066,8.41589015,0.34128738,0.75738865,4.61190164,2.83337324,0,1.26701233,2.39919156,3.0770862,3.66239075,11.51014793,3.16340496,1.58991136,0,2.62754268
ADI-45405,1.82041211,1.34430112,2.28823167,0,11.17990912,0.16369583,0,4.41748937,1.03329647,0,1.38051952,3.73677773,5.61258739,1.97500677,12.9681336,5.61283181,2.73002407,0.45774075,1.58357187
ADI-45406,1.55129397,3.0574653,3.95836153,0.11889887,9.02462796,0,1.0449601,4.92344598,1.45710918,0,0.99750401,3.95974439,3.13767368,3.01974897,11.19300037,6.39224528,1.13652274,0.55057915,1.26777824
ADI-45407,2.04090618,2.00127971,2.10443181,0.11790136,11.13119083,0,0,3.99610983,2.70772441,0.10495264,2.16467595,3.73560709,4.16872398,2.04757194,13.68958645,5.01861364,3.05793009,0.94656702,1.67370687
ADI-45408,2.08695175,3.32708164,3.38739701,0.40170997,9.46166345,0,0.53013012,4.66624966,2.09526442,0,2.37611504,2.43838934,3.20547045,2.1828567,12.10198261,5.78438224,2.25060852,0.1345044,1.68127211
ADI-45409,1.3699614,3.36321921,2.86416426,0.12940166,8.72897926,0,0.59733492,5.49108435,1.90266442,0,2.31264361,4.28731651,3.83981068,2.04600278,15.17973435,4.48770904,1.69931546,0,1.03802959
ADI-45410,2.31711101,2.27189144,3.61299402,0.49461466,7.68182188,0.37683956,0.51027237,3.42959555,0.3171796,0,2.4281824,4.13623602,4.11081226,3.59921495,12.28304886,5.0996255,2.82544293,1.23540654,1.58503706
ADI-45411,2.38621366,3.30247868,2.68613219,0.10675089,8.28935225,0.82861984,0.23196484,3.30896369,2.3408736,0.56640728,2.83000559,3.1372976,2.50142867,1.87551284,15.70726756,5.10286262,1.38022333,0.43315781,1.85792159
ADI-45414,2.20661251,3.88656869,3.73805606,0.70739861,6.54998275,0,1.08354141,5.72126246,1.02305875,0.38092484,1.26398075,3.62533495,3.77372162,2.45261035,14.29301159,3.97162623,1.85626198,0.97189152,1.59526676
ADI-45415,1.35891501,2.50378763,2.71034745,0,6.74474702,0,0.7417432,4.89821876,1.96758376,0,1.61851502,3.83569052,3.75231596,0.92687389,15.8261383,6.69082651,1.76890128,0,1.28276035
ADI-45416,2.58181813,3.29418837,1.78749504,0.17171116,9.20533685,0.69302487,0.51090542,4.07720477,1.90376376,0.44388404,2.88275623,4.33118098,4.93616511,2.28093579,11.64025868,4.50923344,1.24451254,0.18737238,1.6251393
ADI-45417,2.26276575,1.98113847,3.2093465,0.27974016,7.6164505,0.39755932,0.50160896,4.06174801,2.47589214,0,2.81336742,4.7129266,4.5257435,2.39443278,11.42251793,5.6904333,2.4429204,0,1.5754698
ADI-45418,1.396396,2.83358229,2.67913082,0.83153746,6.89485197,0.35238659,1.18508322,3.9334271,0.63620772,0,2.92818399,2.92344554,3.32078732,4.60765262,9.82629922,3.95892469,2.0391604,0.74605167,1.89233231
ADI-45419,1.99134479,2.47618109,3.15537832,0.13325881,8.62048319,0.12420446,0.48967189,3.29197176,2.45533952,0,2.55596349,3.82984276,3.23750824,2.36560394,13.90633571,4.79824705,2.06739359,0.357285,2.55774876
ADI-45421,0.75361394,3.20552572,2.83679733,0.49188462,6.96834431,0,2.01789245,4.41863616,0.49702319,0.87066263,1.899523,4.08245423,5.65303905,3.87944083,10.4877224,4.92326578,2.31097024,0.92678224,2.52570353
ADI-45422,1.13148913,2.87823573,2.84592712,0.44118357,7.21195047,0,0,4.22895712,0.82502101,0,1.41351118,3.58438642,3.80852943,3.95964345,12.48585886,5.05509072,2.60299596,0,3.11192141
ADI-45423,3.2706201,2.27147924,3.50983085,0.38880399,7.68742642,0,0.93567417,3.12892239,1.48119561,0.76990944,1.9161314,4.63764571,3.07062099,3.67530698,11.46783888,5.66604536,2.76374253,0.77209778,2.32021776
ADI-45424,1.8908787,2.37418185,3.52055188,0.11267346,9.41867797,0.19416107,0,4.34585821,1.74981217,0,2.70030351,3.72264417,3.2727956,1.91093068,12.88633262,3.98749209,1.69584125,0.50568093,2.40985655
ADI-45425,1.74327523,2.35952273,2.18592905,0.10429435,9.13288797,0,0,4.1465887,2.02736231,0,2.16108639,3.80975154,4.09641346,1.99835689,14.11670359,4.69590371,2.69701749,0.34749157,3.00571854
ADI-45427,2.4547648,2.81805524,3.86581529,0,6.42906895,0.19919033,0.88234714,5.17948055,1.03748459,0.79392762,1.49856499,3.61498699,3.62526702,1.60614215,13.94297997,3.96858071,3.32165131,0.27800846,2.91475301
ADI-45429,2.21149089,1.32197086,2.86002973,0.22805387,9.5153706,0,0.59396014,3.18297405,1.26020684,0,3.5026573,3.68551634,4.33254651,3.91955626,11.53816811,5.61655039,1.58226841,0.66272031,1.24560848
ADI-45430,2.65348294,2.7116322,2.50095699,0,6.59472528,0.19341074,0.71935503,5.97987556,2.21781106,0,1.97027974,3.69319167,2.98191392,1.42722574,15.96730397,4.39027757,2.13963121,0.44667297,1.73366021
ADI-45432,3.30231044,3.47274955,3.16318607,0.43535267,6.46121176,0,0.78388998,4.54410686,2.01918629,0.18295609,2.56621354,4.23004893,2.94461776,1.10535049,13.85473097,5.98398403,1.96705208,0.24293623,3.53952901
ADI-45433,1.53171153,3.0869896,3.39599851,0.33230309,7.86013941,0.84717568,0.15384607,3.37228952,2.1952566,0,2.162539,3.76663329,3.59959345,2.98629875,12.03591172,3.3511284,2.53648017,0,3.67304911
ADI-45434,3.63448808,2.34112936,2.40901316,0.46781792,9.48908044,0,0.6245105,3.67450799,2.21683959,0,4.10553647,3.37011128,4.08498667,1.55316564,14.16091531,4.60350563,2.98002243,0.69634074,2.13551945
ADI-45435,2.5436624,3.16285575,1.95453981,0,7.28396353,0.29782499,0.44850054,5.02070441,1.22429146,0,2.17378901,3.15492783,4.24378565,1.72982761,15.05513084,5.8045441,2.11444193,0.8932716,2.84038981
ADI-45436,1.93775609,2.43593449,1.1385409,0.35322968,6.62625469,0.38654106,0.19211849,5.01281435,1.36986721,0,0.55236851,3.45127965,4.12200787,1.60112924,15.39883747,5.82133142,1.70252148,1.03999047,2.31987723
ADI-45437,1.2951217,2.02338993,3.8647555,0.8630508,8.57360813,0.24044672,1.05655838,4.3031466,2.36695499,0,1.72223854,3.04061249,4.06788492,2.79871315,12.27388538,6.31733323,1.54179896,0,1.78914883
ADI-45438,1.1912207,2.44624029,3.93024045,0.69736752,8.84760924,0,0.78361167,4.2499015,0.81626926,0,1.16985247,3.60527481,4.43027912,2.67156305,10.19220829,6.07593033,2.32509929,0,3.70425056
ADI-45439,1.53441737,1.99765875,4.01055834,0.83114292,8.19591594,0.1830143,1.62627962,5.91276022,0.8994061,0,1.6431208,2.85301635,5.16799225,1.85794073,12.25561397,6.41003338,1.62613893,0.53236454,0.8205118
ADI-45441,1.9853323,1.53854513,4.97616929,0.49623817,9.51642098,0,0.67780632,3.55196528,2.68548636,0,2.9505197,3.09176316,2.46055563,2.32777281,12.48788283,5.15655193,1.77764838,0,1.95068145
ADI-45442,2.20465105,1.98418244,3.34137938,0.79177912,10.98340178,0,0.81802449,3.14767082,2.58910357,0,1.17584558,3.64364816,3.80557684,4.19094409,12.00021336,4.92629703,1.47567609,0,0.94009435
ADI-45443,2.77166323,2.9000769,3.67272285,0.20971151,8.30965511,0,1.37041399,3.70085571,1.56600428,0,1.79502657,4.16709598,3.94893179,4.67954633,10.60958566,5.60569545,0.95472769,0,1.4253551
ADI-45444,2.50750007,2.88290848,3.32529742,0,7.41660225,0.66655609,0.19105148,4.69504286,3.25101177,0,1.12071994,3.87665278,3.24604017,0.69468784,16.84842158,4.73726865,1.22370035,0.74182988,0.86562499
ADI-45445,2.40461704,2.89529109,2.228007,0,6.4538656,0.41425821,1.1314153,5.80773272,2.0222926,0,1.84888305,4.07171127,4.20417703,1.16081526,14.106943,4.84800102,2.52013391,0.25686565,1.3490596
ADI-45446,3.28287569,2.5700456,2.4435504,0,5.99188813,0.1531298,0.18144711,4.36142693,1.97120601,0,2.40500402,3.78910881,2.5607947,1.75147201,16.12424923,5.4380456,1.47648632,0,2.64902453
ADI-45447,1.17629412,2.83453854,4.68578127,0.11967802,7.71261404,0.2259164,0.95341118,3.56910198,0.90003016,0.39467497,0.30117395,5.40863085,2.16312857,4.35311238,12.55823522,5.0012248,1.37071825,0.19926929,2.57991765
ADI-45448,2.60534031,2.12981932,1.64197717,0.12050848,8.80080062,0.17868038,0.293713,4.48501104,0.99546062,0.39300731,2.7209355,3.22303288,4.86254356,2.24460962,13.24747153,4.26438592,2.74753222,0.18147928,2.15532293
ADI-45449,1.43347923,2.69330316,3.33304913,0.32899655,9.29460843,0.11200601,2.12440819,3.35843339,0.89472724,0.22684488,1.9080437,3.7746148,4.41966107,3.62557533,10.95520141,4.72935143,2.06101499,0.62763098,2.17032299
ADI-45450,1.42488139,2.88117679,2.48827169,0.49005802,8.31398316,0,0.19686146,4.00815921,0.62809049,0,1.83724436,3.93445721,5.94085625,3.30977481,10.45271318,6.02892176,1.48992889,0.17347828,2.23629093
ADI-45451,2.30077299,3.67595315,3.35326152,0.52931217,7.73345501,0,1.0993338,4.47914835,1.12591985,0.33827568,1.14107944,2.6367399,5.62885755,1.78134914,12.95222582,5.00898741,2.49583931,0,2.56985851
